STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
302281,01029604,6.0,7.25,,,5.75,4.0,2.4,6.25,,4.2,,01
302282,01029605,7.0,8.0,,,7.25,6.75,7.8,8.25,,9.4,,01
302283,01029606,6.75,9.0,,,6.92,5.0,3.8,6.25,,6.2,,01
302284,01029607,7.5,9.25,,,7.92,7.0,5.2,7.5,,6.6,,01
302285,01029608,7.5,7.5,,,6.58,4.75,6.0,8.5,,8.6,,01
302286,01029609,6.5,8.0,,,7.0,6.5,4.8,7.75,,7.4,,01
302287,01029610,6.5,7.5,,,6.58,5.75,8.6,8.75,,7.8,,01
302288,01029611,7.75,8.25,,,7.25,5.75,3.6,8.0,,7.4,,01
302289,01029612,,,8.25,6.92,,,3.0,7.5,5.5,8.0,7.00,01
302290,01029613,8.0,8.75,,,8.08,7.5,6.4,9.25,,8.6,,01
302291,01029614,8.0,9.25,,,8.75,9.0,5.4,8.5,,7.2,,01
302292,01029615,,,7.5,6.33,,,3.6,7.0,4.75,7.8,6.75,01
302293,01029616,,,5.25,5.67,,,3.6,6.0,5.5,8.0,6.25,01
302294,01029617,6.5,9.5,,,7.92,7.75,8.4,8.25,,9.2,,01
302295,01029618,7.75,8.5,,,7.92,7.5,6.2,8.25,,9.0,,01
302296,01029619,,,7.75,6.83,,,4.6,6.0,5.0,8.4,7.75,01
302297,01029620,5.25,8.5,,,6.17,4.75,3.8,6.25,,6.6,,01
302298,01029621,7.25,8.75,,,6.92,4.75,6.6,9.0,,9.0,,01
302299,01029622,6.5,8.0,,,6.67,5.5,2.8,7.5,,6.2,,01
302300,01029623,,,8.25,6.92,,,7.6,8.5,8.0,9.0,4.50,01
302301,01029624,5.5,6.5,,,5.75,5.25,4.6,6.0,,7.6,,01
302302,01029625,4.25,7.75,,,4.75,2.25,4.0,5.75,,6.0,,01
302303,01029626,6.25,8.75,,,6.67,5.0,4.4,8.0,,6.4,,01
302304,01029627,6.75,8.75,,,7.33,6.5,3.8,7.5,,6.6,,01
302305,01029628,5.5,7.75,,,6.58,6.5,6.4,8.25,,8.6,,01
302306,01029629,7.5,8.25,,,6.92,5.0,5.0,6.0,,7.2,,01
302307,01029630,8.25,9.0,,,8.75,9.0,9.2,8.5,,8.8,,01
302308,01029631,6.0,7.5,,,6.67,6.5,2.4,4.0,,5.2,,01
302309,01029632,6.75,9.25,,,6.42,3.25,2.6,7.5,,7.0,,01
302310,01029633,6.5,7.5,,,6.5,5.5,2.8,6.25,,4.8,,01
302311,01029634,6.25,6.75,,,6.67,7.0,3.8,6.33,,6.4,,01
302312,01029635,8.25,9.25,,,8.42,7.75,2.2,6.5,,8.0,,01
302313,01029636,7.25,8.25,,,6.83,5.0,3.6,5.75,,5.0,,01
302314,01029637,6.75,8.5,,,7.08,6.0,4.4,6.25,,6.6,,01
302315,01029638,7.25,8.5,,,7.5,6.75,5.6,7.25,,7.2,,01
302316,01029639,7.5,7.75,,,6.67,4.75,4.0,7.5,,8.0,,01
302317,01029640,5.25,8.0,,,6.17,5.25,2.8,5.0,,6.2,,01
302318,01029641,6.5,8.0,,,7.25,7.25,3.6,5.25,,4.8,,01
302319,01029642,6.75,8.5,,,7.33,6.75,4.0,6.75,,7.0,,01
302320,01029643,7.75,9.0,,,6.67,3.25,3.4,5.5,,4.2,,01
302321,01029644,7.5,9.25,,,7.5,5.75,7.6,8.25,,8.2,,01
302322,01029645,8.0,9.0,,,8.25,7.75,8.0,7.75,,8.2,,01
302323,01029646,6.75,8.75,,,7.25,6.25,4.0,8.0,,7.2,,01
302324,01029647,6.0,8.25,,,6.0,3.75,2.6,7.5,,6.2,,01
302325,01029648,7.25,8.0,,,6.67,4.75,6.2,6.25,,7.4,,01
302326,01029649,6.75,8.75,,,6.75,4.75,4.6,6.0,,7.8,,01
302327,01029650,6.0,8.0,,,6.0,4.0,3.8,7.5,,6.2,,01
302328,01029651,9.0,9.25,,,9.0,8.75,5.4,7.75,,7.0,,01
302329,01029652,6.25,5.25,,,5.17,4.0,3.2,6.5,,5.4,,01
302330,01029653,4.75,7.5,,,5.58,4.5,2.4,6.0,,6.4,,01
302331,01029654,6.0,7.5,,,6.42,5.75,3.4,7.5,,6.0,,01
302332,01029655,5.25,9.25,,,7.25,7.25,5.4,6.25,,5.0,,01
302333,01029656,5.0,7.0,,,5.42,4.25,5.8,8.0,,7.8,,01
302334,01029657,7.25,9.5,,,7.67,6.25,5.0,7.75,,8.4,,01
302335,01029658,6.5,6.75,,,5.5,3.25,4.4,6.5,,7.6,,01
302336,01029659,5.0,7.25,,,5.75,5.0,3.8,7.75,,8.2,,01
302337,01029660,5.5,9.0,,,6.33,4.5,1.8,6.75,,6.4,,01
302338,01029661,7.0,8.25,,,6.67,4.75,5.0,8.0,,8.8,,01
302339,01029662,6.5,8.5,,,6.92,5.75,4.2,7.5,,6.6,,01
302340,01029663,6.75,9.5,,,7.25,5.5,8.2,9.0,,9.0,,01
302341,01029664,5.75,9.25,,,6.67,5.0,3.2,8.0,,7.0,,01
302342,01029665,7.5,8.75,,,7.58,6.5,3.6,7.25,,6.8,,01
302343,01029666,5.75,7.5,,,6.0,4.75,3.2,7.75,,6.4,,01
302344,01029667,7.0,9.5,,,7.0,4.5,4.8,6.5,,7.8,,01
302345,01029668,4.5,7.0,,,4.83,3.0,2.8,3.5,,3.4,,01
302346,01029669,7.75,7.5,,,6.25,3.5,5.0,6.75,,7.2,,01
302347,01029670,6.25,7.0,,,5.33,2.75,2.6,6.25,,6.2,,01
302348,01029671,7.75,8.25,,,6.67,4.0,3.4,8.0,,6.2,,01
302349,01029672,6.25,7.0,,,6.08,5.0,7.4,7.5,,8.8,,01
302350,01029673,6.0,7.0,,,5.5,3.5,4.2,6.5,,4.8,,01
302351,01029674,7.75,8.75,,,7.25,5.25,5.2,7.75,,8.4,,01
302352,01029675,6.25,7.5,,,6.83,6.75,1.6,5.75,,4.6,,01
302353,01029676,7.75,7.5,,,7.58,7.5,8.2,7.0,,7.6,,01
302354,01029677,5.0,9.0,,,6.25,4.75,4.0,4.0,,6.8,,01
302355,01029678,6.25,6.5,,,5.83,4.75,3.4,7.0,,4.4,,01
302356,01029679,7.75,8.0,,,7.42,6.5,6.4,9.0,,9.0,,01
302357,01029680,7.0,8.25,,,6.92,5.5,2.0,6.75,,7.0,,01
302358,01029681,5.5,8.75,,,6.33,4.75,6.0,7.5,,6.8,,01
302359,01029682,6.75,8.25,,,6.67,5.0,6.0,8.0,,8.2,,01
302360,01029683,8.5,8.5,,,8.75,9.25,3.8,7.75,,7.6,,01
302361,01029684,7.25,9.0,,,7.0,4.75,1.8,7.5,,7.4,,01
302362,01029685,6.75,7.75,,,6.42,4.75,5.4,7.0,,6.4,,01
302363,01029686,6.5,8.25,,,6.58,5.0,3.2,6.0,,7.6,,01
302364,01029687,7.5,8.5,,,6.92,4.75,8.6,8.5,,7.6,,01
302365,01029688,6.5,8.25,,,6.67,5.25,5.0,7.75,,5.8,,01
302366,01029689,,,9.5,8.25,,,5.0,7.5,6.5,8.8,8.75,01
302367,01029690,,,7.0,5.83,,,4.4,6.75,4.5,8.0,6.00,01
302368,01029691,,,3.25,5.67,,,6.8,4.25,5.5,8.2,8.25,01
302369,01029692,,,8.0,7.25,,,3.2,6.0,6.0,8.0,7.75,01
302370,01029693,,,8.5,7.67,,,5.4,7.0,8.0,9.6,6.50,01
302371,01029694,,,4.0,4.08,,,3.0,6.5,3.25,7.2,5.00,01
302372,01029695,,,7.0,5.25,,,2.8,7.0,3.5,7.6,5.25,01
302373,01029696,,,5.75,6.0,,,8.4,8.5,4.25,9.0,8.00,01
302374,01029697,,,8.5,7.08,,,3.8,6.5,6.25,6.8,6.50,01
302375,01029698,,,7.25,6.75,,,5.6,8.5,8.0,8.2,5.00,01
302376,01029699,,,7.75,5.58,,,8.0,7.5,4.25,9.4,4.75,01
302377,01029700,,,5.0,4.67,,,4.4,7.25,4.25,8.4,4.75,01
302378,01029701,,,7.5,5.75,,,4.6,6.0,2.0,8.2,7.75,01
302379,01029702,,,6.25,5.92,,,4.6,7.0,4.25,7.8,7.25,01
302380,01029703,,,7.75,6.92,,,2.4,7.75,5.5,9.2,7.50,01
302381,01029704,,,3.75,4.67,,,3.0,6.5,3.75,7.2,6.50,01
302382,01029705,,,6.75,6.83,,,8.4,7.0,5.75,9.2,8.00,01
302383,01029706,,,6.0,4.58,,,3.0,6.5,4.0,6.4,3.75,01
302384,01029707,,,7.5,6.33,,,3.8,5.5,5.75,8.6,5.75,01
302385,01029708,,,6.5,6.25,,,4.4,6.0,5.0,9.0,7.25,01
302386,01029709,,,8.5,7.42,,,2.8,7.0,7.5,9.2,6.25,01
302387,01029710,,,5.0,5.17,,,6.4,6.0,3.0,9.0,7.50,01
302388,01029711,,,7.0,6.75,,,4.6,7.75,6.25,8.4,7.00,01
302389,01029712,,,6.5,5.92,,,8.4,8.25,5.25,8.2,6.00,01
302390,01029713,,,8.5,6.92,,,5.4,5.75,4.0,8.2,8.25,01
302391,01029714,,,8.75,6.75,,,8.4,8.25,4.75,9.2,6.75,01
302392,01029715,,,7.5,6.33,,,2.8,6.25,3.5,9.2,8.00,01
302393,01029716,,,7.25,5.58,,,3.6,6.75,4.25,8.0,5.25,01
302394,01029717,,,6.5,4.58,,,2.6,6.0,3.5,7.4,3.75,01
302395,01029718,,,8.0,6.0,,,3.6,5.5,3.25,8.2,6.75,01
302396,01029719,,,8.75,7.67,,,3.4,7.0,5.5,9.2,8.75,01
302397,01029720,,,9.0,7.33,,,4.8,7.75,4.5,8.8,8.50,01
302398,01029721,,,8.5,5.75,,,7.0,7.5,4.0,8.8,4.75,01
302399,01029722,,,7.5,5.75,,,7.6,6.75,5.0,8.4,4.75,01
302400,01029723,,,9.25,6.17,,,8.0,6.75,4.25,8.4,5.00,01
302401,01029724,,,7.75,5.67,,,2.4,7.0,3.5,7.4,5.75,01
302402,01029725,,,10.0,7.83,,,5.2,7.5,5.25,9.2,8.25,01
302403,01029726,,,4.75,5.75,,,7.4,6.75,4.25,9.0,8.25,01
302404,01029727,,,3.75,5.83,,,7.6,5.75,6.0,9.4,7.75,01
302405,01029728,,,7.75,7.58,,,5.0,6.75,6.25,9.2,8.75,01
302406,01029729,,,7.75,6.5,,,4.4,7.25,4.75,7.8,7.00,01
302407,01029730,,,5.75,5.33,,,2.2,5.75,4.5,7.8,5.75,01
302408,01029731,,,4.75,6.08,,,7.2,7.0,4.75,8.6,8.75,01
302409,01029732,,,7.25,6.58,,,4.8,5.75,5.0,8.8,7.50,01
302410,01029733,,,5.25,5.0,,,3.4,5.75,4.75,6.0,5.00,01
302411,01029734,,,8.0,8.33,,,8.6,6.5,8.25,8.8,8.75,01
302412,01029735,,,4.75,4.08,,,3.4,6.75,4.0,7.6,3.50,01
302413,01029736,,,7.5,7.0,,,3.6,5.75,7.0,7.6,6.50,01
302414,01029737,,,8.5,6.58,,,4.4,7.0,4.75,9.4,6.50,01
302415,01029738,,,6.0,5.83,,,6.6,7.0,4.5,8.6,7.00,01
302416,01029739,,,6.25,5.08,,,3.8,5.0,4.0,4.2,5.00,01
302417,01029740,,,8.5,7.5,,,4.4,6.75,6.0,8.8,8.00,01
302418,01029741,,,8.25,7.33,,,4.6,7.75,6.0,8.6,7.75,01
302419,01029742,,,4.25,5.58,,,5.2,6.5,4.75,7.6,7.75,01
302420,01029743,,,8.5,7.0,,,4.2,6.25,4.75,9.2,7.75,01
302421,01029744,,,8.5,7.33,,,4.4,7.25,7.0,8.4,6.50,01
302422,01029745,7.5,8.0,,,7.17,6.0,3.8,5.5,,4.6,,01
302423,01029746,5.75,6.5,,,5.17,3.25,3.0,5.0,,3.2,,01
302424,01029747,,,8.75,8.08,,,6.0,7.0,7.5,8.8,8.00,01
302425,01029748,5.75,7.0,,,5.33,3.25,2.8,5.75,,6.4,,01
302426,01029749,,,7.75,7.25,,,2.8,7.0,6.0,8.8,8.00,01
302427,01029750,,,4.5,5.67,,,2.8,7.25,5.5,6.4,7.00,01
302428,01029751,,,2.25,4.0,,,8.2,7.25,2.5,8.6,7.25,01
302429,01029752,,,3.0,5.42,,,7.2,6.75,4.5,8.4,8.75,01
302430,01029753,,,5.25,5.58,,,2.6,7.0,4.5,8.4,7.00,01
302431,01029754,,,9.75,8.0,,,6.8,6.75,5.5,8.6,8.75,01
302432,01029755,7.75,7.0,,,6.58,5.0,8.4,7.5,,8.6,,01
302433,01029756,3.75,8.25,,,5.17,3.5,3.6,7.5,,6.8,,01
302434,01029757,7.25,8.0,,,7.17,6.25,4.8,7.5,,8.2,,01
302435,01029758,7.25,8.75,,,6.75,4.25,3.8,7.0,,8.4,,01
302436,01029759,,,5.75,5.33,,,4.8,7.25,8.0,7.6,2.25,01
302437,01029760,5.25,7.5,,,5.42,3.5,2.8,6.75,,8.4,,01
302438,01029761,7.75,7.25,,,6.5,4.5,4.6,6.5,,4.0,,01
302439,01029762,,,5.25,5.92,,,7.8,7.0,4.5,8.4,8.00,01
302440,01029763,,,6.5,6.33,,,2.6,6.0,5.5,7.4,7.00,01
302441,01029764,7.0,7.5,,,6.42,4.75,4.0,7.0,,6.8,,01
302442,01029765,8.0,9.5,,,7.83,6.0,4.4,6.5,,7.4,,01
302443,01029766,,,5.5,5.33,,,6.0,6.0,4.5,8.4,6.00,01
302444,01029767,8.0,9.75,,,8.42,7.5,2.8,7.0,,7.8,,01
302445,01029768,,,3.75,3.17,,,1.8,4.0,3.75,6.4,2.00,01
302446,01029769,,,5.75,5.42,,,3.4,6.0,4.75,8.6,5.75,01
302447,01029770,,,9.25,7.58,,,4.8,7.75,9.25,9.2,4.25,01
302448,01029771,8.25,9.0,,,8.67,8.75,6.2,5.75,,8.2,,01
302449,01029772,,,4.5,5.42,,,8.0,6.25,3.25,8.8,8.50,01
302450,01029773,4.75,7.5,,,6.08,6.0,3.8,7.0,,7.8,,01
302451,01029774,7.25,8.75,,,7.58,6.75,7.4,8.0,,8.0,,01
302452,01029775,,,4.0,4.08,,,5.0,8.25,5.0,6.4,3.25,01
302453,01029776,6.5,9.25,,,6.75,4.5,5.6,7.75,,8.0,,01
302454,01029777,,,6.25,5.33,,,2.8,6.5,2.5,8.2,7.25,01
302455,01029778,,,6.25,6.5,,,2.4,5.0,6.75,8.0,6.50,01
302456,01029779,7.5,9.25,,,8.17,7.75,4.6,7.25,,6.8,,01
302457,01029780,7.25,7.25,,,6.83,6.0,4.4,7.0,,5.6,,01
302458,01029781,6.25,8.75,,,6.08,3.25,5.8,7.5,,8.6,,01
302459,01029782,7.5,8.5,,,7.83,7.5,6.4,8.0,,8.2,,01
302460,01029783,5.0,8.5,,,5.83,4.0,3.2,7.5,,5.6,,01
302461,01029784,,,5.0,5.0,,,3.6,7.0,6.25,6.2,3.75,01
302462,01029785,5.0,5.75,,,4.67,3.25,2.8,7.25,,4.0,,01
302463,01029786,,,6.75,6.75,,,7.2,7.5,5.5,8.6,8.00,01
302464,01029787,5.75,6.5,,,5.08,3.0,6.8,7.75,,8.0,,01
302465,01029788,5.25,7.0,,,5.42,4.0,2.6,6.5,,4.6,,01
302466,01029789,7.5,9.0,,,7.58,6.25,1.8,7.0,,5.8,,01
302467,01029790,6.25,7.75,,,5.83,3.5,4.8,7.5,,8.4,,01
302468,01029791,,,7.0,6.0,,,3.4,6.75,3.75,8.4,7.25,01
302469,01029792,6.5,8.5,,,6.58,4.75,5.0,8.25,,9.0,,01
302470,01029793,7.0,7.75,,,6.75,5.5,7.8,8.75,,9.2,,01
302471,01029794,5.5,7.5,,,5.83,4.5,4.8,8.25,,6.2,,01
302472,01029795,,,8.5,7.5,,,5.0,8.5,5.5,9.4,8.50,01
302473,01029796,,,4.25,4.42,,,4.8,7.5,3.75,7.8,5.25,01
302474,01029797,5.75,7.0,,,5.42,3.5,4.4,7.75,,4.4,,01
302475,01029798,,,9.25,6.83,,,7.2,8.0,2.75,8.4,8.50,01
302476,01029799,7.75,9.0,,,8.33,8.25,5.6,7.0,,7.8,,01
302477,01029800,5.25,8.5,,,5.75,3.5,7.0,6.75,,5.4,,01
302478,01029801,,,4.5,5.33,,,7.2,5.75,5.5,8.2,6.00,01
302479,01029802,6.0,7.5,,,5.83,4.0,4.0,5.5,,8.0,,01
302480,01029803,,,5.0,6.0,,,4.8,5.0,5.5,9.2,7.50,01
302481,01029804,,,8.25,7.25,,,5.6,6.5,5.75,7.8,7.75,01
302482,01029805,,,7.25,4.17,,,6.2,7.75,2.25,7.8,3.00,01
302483,01029806,6.5,8.25,,,7.83,8.75,4.8,8.25,,7.8,,01
302484,01029807,6.75,8.75,,,7.25,6.25,4.2,7.25,,6.8,,01
302485,01029808,8.25,8.5,,,7.67,6.25,8.6,8.0,,8.4,,01
302486,01029809,,,8.25,7.33,,,2.6,6.75,5.0,9.2,8.75,01
302487,01029810,7.25,9.25,,,8.17,8.0,5.8,7.5,,8.2,,01
302488,01029811,6.0,7.5,,,6.5,6.0,3.2,5.0,,6.6,,01
302489,01029812,7.5,9.0,,,8.08,7.75,4.4,8.25,,8.4,,01
302490,01029813,7.0,7.75,,,7.08,6.5,2.6,6.75,,7.2,,01
302491,01029814,5.25,6.25,,,5.0,3.5,3.6,5.5,,4.0,,01
302492,01029815,,,2.75,4.92,,,5.4,7.25,4.5,8.6,7.50,01
302493,01029816,,,8.5,7.83,,,5.2,6.5,6.5,9.0,8.50,01
302494,01029817,,,7.25,6.33,,,6.4,6.5,5.25,7.6,6.50,01
302495,01029818,6.75,8.75,,,6.58,4.25,4.0,7.0,,7.2,,01
302496,01029819,6.5,7.25,,,5.75,3.5,2.2,5.5,,6.6,,01
302497,01029820,5.75,8.0,,,5.5,2.75,3.8,5.0,,4.2,,01
302498,01029821,,,7.5,5.67,,,5.6,5.25,2.75,7.8,6.75,01
302499,01029822,,,7.25,6.25,,,7.6,8.0,4.75,8.8,6.75,01
302500,01029823,,,3.0,5.42,,,7.6,6.25,5.25,8.6,8.00,01
302501,01029824,7.75,8.75,,,7.5,6.0,4.2,7.25,,7.8,,01
302502,01029825,6.75,8.25,,,6.67,5.0,3.8,7.5,,6.2,,01
302503,01029826,6.25,7.5,,,5.67,3.25,4.2,7.25,,6.8,,01
302504,01029827,,,7.25,5.75,,,4.2,8.0,3.75,9.2,6.25,01
302505,01029828,,,7.5,7.33,,,5.0,7.75,6.0,8.8,8.50,01
302506,01029829,,,6.5,6.75,,,8.8,7.0,5.5,9.0,8.25,01
302507,01029830,7.5,9.0,,,8.58,9.25,5.4,8.75,,8.0,,01
302508,01029831,,,9.0,6.92,,,8.8,8.0,7.0,8.6,4.75,01
302509,01029832,,,3.75,5.33,,,6.0,7.0,4.5,7.8,7.75,01
302510,01029833,5.75,7.0,,,5.92,5.0,7.2,7.75,,7.2,,01
302511,01029834,,,7.5,7.0,,,6.0,6.5,5.25,8.6,8.25,01
302512,01029835,,,8.25,4.75,,,8.8,7.75,2.5,8.8,3.50,01
302513,01029836,7.0,9.25,,,7.83,7.25,7.4,8.25,,8.2,,01
302514,01029837,,,7.5,6.33,,,3.6,7.25,4.0,8.6,7.50,01
302515,01029838,6.0,7.25,,,5.92,4.5,3.2,7.0,,6.2,,01
302516,01029839,,,7.25,5.58,,,7.4,5.5,5.5,8.2,4.00,01
302517,01029840,,,7.75,7.58,,,6.6,8.5,8.0,8.4,7.00,01
302518,01029841,6.5,9.0,,,6.5,4.0,3.0,6.5,,4.6,,01
302519,01029842,,,9.25,7.5,,,5.2,7.5,5.5,9.0,7.75,01
302520,01029843,,,4.75,5.58,,,5.6,6.0,4.25,8.4,7.75,01
302521,01029844,7.25,9.25,,,8.25,8.25,7.6,7.75,,7.8,,01
302522,01029845,,,6.0,5.83,,,8.0,6.5,4.5,8.8,7.00,01
302523,01029846,7.0,9.75,,,7.5,5.75,3.4,8.0,,5.6,,01
302524,01029847,,,8.0,6.75,,,3.8,6.25,5.0,7.8,7.25,01
302525,01029848,7.5,7.0,,,6.42,4.75,4.2,6.75,,8.6,,01
302526,01029849,8.0,8.5,,,7.08,4.75,8.2,8.0,,9.2,,01
302527,01029850,7.25,6.5,,,6.33,5.25,6.4,7.75,,6.8,,01
302528,01029851,7.75,,,,,7.75,,4.25,,8.0,,01
302529,01029852,7.25,9.0,,,7.75,7.0,4.8,7.75,,6.0,,01
302530,01029853,7.5,9.5,,,7.58,5.75,2.0,5.5,,6.6,,01
302531,01029854,,,8.0,6.75,,,5.6,7.0,5.0,9.2,7.25,01
302532,01029855,7.75,,,,,7.25,,5.25,,6.0,,01
302533,01029856,7.0,,,,,3.0,,4.25,,3.8,,01
302534,01029857,7.25,7.75,,,6.75,5.25,7.4,7.25,,8.6,,01
302535,01029858,,,8.5,7.67,,,6.2,7.5,6.5,8.8,8.00,01
302536,01029859,,,6.0,7.08,,,7.4,6.0,7.0,9.4,8.25,01
302537,01029860,6.75,9.75,,,7.58,6.25,8.0,8.75,,7.8,,01
302538,01029861,7.75,8.25,,,7.33,6.0,5.0,6.0,,6.4,,01
302539,01029862,8.0,9.75,,,8.75,8.5,7.8,9.0,,8.4,,01
302540,01029863,6.25,7.5,,,5.83,3.75,2.0,7.0,,7.2,,01
302541,01029864,5.0,,,,,2.75,,5.25,,4.4,,01
302542,01029865,7.5,8.5,,,7.33,6.0,5.6,7.5,,5.4,,01
302543,01029866,7.75,8.75,,,7.5,6.0,6.0,8.5,,9.0,,01
302544,01029867,,,7.5,6.0,,,3.8,7.75,6.5,8.6,4.00,01
302545,01029868,,,4.5,4.67,,,4.0,6.75,3.75,8.8,5.75,01
302546,01029869,6.0,5.5,,,4.83,3.0,2.6,5.0,,4.2,,01
302547,01029870,,,7.75,7.08,,,4.8,6.75,6.25,8.4,7.25,01
302548,01029871,4.75,,,,,3.75,,6.5,,4.2,,01
302549,01029872,6.0,7.75,,,6.33,5.25,6.4,5.0,,5.2,,01
302550,01029873,,,8.25,7.17,,,6.4,8.25,5.0,8.8,8.25,01
302551,01029874,4.75,9.25,,,6.08,4.25,3.8,7.75,,5.2,,01
302552,01029875,,,8.5,7.42,,,6.0,6.75,5.25,9.0,8.50,01
302553,01029876,,,8.0,6.75,,,5.4,8.25,8.0,9.0,4.25,01
302554,01029877,6.75,9.25,,,7.92,7.75,4.6,8.25,,7.6,,01
302555,01029878,7.0,6.75,,,6.58,6.0,3.0,7.25,,5.6,,01
302556,01029879,,,7.5,4.92,,,8.0,7.25,4.0,7.8,3.25,01
302557,01029880,,,6.75,6.83,,,7.6,8.0,6.0,8.4,7.75,01
302558,01029881,,,4.0,4.67,,,4.6,6.75,4.75,8.0,5.25,01
302559,01029882,,,8.0,6.58,,,5.6,8.0,3.75,8.2,8.00,01
302560,01029883,7.25,9.75,,,7.25,4.75,5.6,8.0,,8.2,,01
302561,01029884,7.5,9.0,,,7.33,5.5,3.2,7.0,,7.2,,01
302562,01029885,6.75,8.25,,,6.58,4.75,5.0,8.25,,8.2,,01
302563,01029886,6.25,7.25,,,6.08,4.75,3.2,4.25,,6.0,,01
302564,01029887,,,6.0,6.33,,,9.4,8.5,5.0,9.0,8.00,01
302565,01029888,6.75,9.25,,,7.75,7.25,7.6,7.25,,8.2,,01
302566,01029889,6.75,8.25,,,6.92,5.75,6.4,8.5,,9.0,,01
302567,01029890,,,4.25,5.67,,,9.0,8.0,4.25,8.8,8.50,01
302568,01029891,,,8.25,7.0,,,4.8,7.5,4.5,8.4,8.25,01
302569,01029892,7.0,9.0,,,8.08,8.25,8.4,8.25,,9.0,,01
302570,01029893,8.0,8.25,,,7.42,6.0,6.8,8.0,,8.0,,01
302571,01029894,7.25,8.5,,,7.42,6.5,9.0,8.75,,9.6,,01
302572,01029895,6.25,9.0,,,6.67,4.75,3.4,7.75,,3.8,,01
302573,01029896,7.0,8.25,,,6.5,4.25,2.8,8.25,,7.2,,01
302574,01029897,7.5,,,,,8.5,,7.0,,6.0,,01
302575,01029898,8.0,8.5,,,7.58,6.25,9.4,8.25,,8.2,,01
302576,01029899,7.5,8.0,,,7.0,5.5,6.2,8.25,,8.2,,01
302577,01029900,6.75,8.0,,,6.33,4.25,3.6,8.0,,6.6,,01
302578,01029901,7.25,9.5,,,7.08,4.5,2.6,8.25,,6.8,,01
302579,01029902,,,7.0,6.25,,,7.4,7.5,5.75,8.6,6.00,01
302580,01029903,,,5.5,4.5,,,8.0,8.25,3.25,8.2,4.75,01
302581,01029904,8.0,8.5,,,7.17,5.0,4.0,9.0,,7.6,,01
302582,01029905,5.5,8.0,,,5.75,3.75,2.8,8.5,,4.8,,01
302583,01029906,8.25,8.75,,,6.75,3.25,3.2,6.5,,5.6,,01
302584,01029907,,,5.0,4.75,,,7.2,8.0,5.25,7.8,4.00,01
302585,01029908,8.75,8.75,,,8.58,8.25,9.4,8.25,,8.8,,01
302586,01029909,7.75,9.0,,,8.0,7.25,8.6,7.75,,9.0,,01
302587,01029910,,,3.75,4.83,,,6.0,7.0,4.5,7.6,6.25,01
302588,01029911,,,5.5,6.08,,,8.2,5.75,4.25,8.8,8.50,01
302589,01029912,,,4.75,6.0,,,7.2,7.5,4.75,8.2,8.50,01
302590,01029913,,,8.5,6.33,,,6.4,6.75,3.5,8.4,7.00,01
302591,01029914,8.0,8.5,,,6.75,3.75,7.2,8.5,,8.0,,01
302592,01029915,7.25,9.5,,,7.67,6.25,4.2,8.0,,8.8,,01
302593,01029916,8.5,9.25,,,8.17,6.75,8.4,8.75,,8.8,,01
302594,01029917,6.75,8.25,,,6.67,5.0,6.4,8.5,,7.6,,01
302595,01029918,7.5,9.75,,,8.5,8.25,9.2,7.75,,4.6,,01
302596,01029919,,,8.25,7.17,,,6.4,6.5,5.0,9.4,8.25,01
302597,01029920,,,7.25,7.08,,,7.8,8.75,7.5,8.4,6.50,01
302598,01029921,,,6.25,5.67,,,4.4,7.25,5.0,7.2,5.75,01
302599,01029922,7.75,9.0,,,8.0,7.25,4.8,8.5,,7.4,,01
302600,01029923,,,7.5,6.5,,,4.8,7.0,7.75,8.8,4.25,01
302601,01029924,8.0,9.0,,,7.25,4.75,7.2,8.0,,7.6,,01
302602,01029925,6.25,,,,,5.5,,4.25,,6.8,,01
302603,01029926,6.75,9.75,,,6.83,4.0,3.2,7.5,,6.4,,01
302604,01029927,,,8.0,6.58,,,6.4,7.5,6.25,8.8,5.50,01
302605,01029928,7.75,8.75,,,7.33,5.5,3.4,6.75,,6.2,,01
302606,01029929,,,7.75,6.08,,,9.2,7.5,4.0,8.8,6.50,01
302607,01029930,7.75,9.75,,,7.67,5.5,3.2,6.75,,7.8,,01
302608,01029931,6.5,8.25,,,6.5,4.75,5.0,6.75,,8.2,,01
302609,01029932,8.5,8.75,,,7.42,5.0,7.6,6.75,,6.6,,01
302610,01029933,7.75,7.5,,,6.67,4.75,6.0,7.0,,8.6,,01
302611,01029934,6.25,8.75,,,5.75,2.25,2.4,6.25,,2.8,,01
302612,01029935,7.25,9.0,,,7.25,5.5,3.4,6.25,,5.6,,01
302613,01029936,5.5,6.75,,,5.58,4.5,2.4,8.0,,4.4,,01
302614,01029937,6.0,,,,,6.5,,5.75,,4.4,,01
302615,01029938,6.5,8.25,,,7.17,6.75,6.4,8.5,,7.6,,01
302616,01029939,,,7.25,6.58,,,4.6,5.25,7.5,9.2,5.00,01
302617,01029940,,,6.75,5.58,,,5.2,7.25,6.0,7.2,4.00,01
302618,01029941,5.75,7.25,,,6.08,5.25,2.8,6.75,,3.8,,01
302619,01029942,,,8.75,6.92,,,4.8,8.0,8.0,8.8,4.00,01
302620,01029943,,,8.75,7.83,,,4.6,7.0,5.75,8.6,9.00,01
302621,01029944,8.0,9.25,,,8.17,7.25,5.6,7.75,,8.6,,01
